Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Denmark,DNK,28221376401.771,27249204408.661,28587732144.928,25851307546.3841,28558010879.4768,35964133407.1112,36726980357.6664,36025227344.9921,38089703169.7708,37165041426.5646,35203125038.6609,35060078939.7799,36807332387.5511,45208044689.3453,52055148637.1451,56138583434.7746,65957459978.4758,75244924775.4285,81430117494.753,64854293682.031,58002590470.4329,62484779226.3659,61432571225.3059,64813163574.2302,68217562034.5184,59757055661.0304,65510992906.645,70402198736.1824,77322303292.6332,73754989191.1085,78894695490.4644,94242890055.4136,92385361380.449,95216714049.2978,99050271184.8875,101062051712.053
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Russian Federation,RUS,148394863563.403,120518518518.519,110169491525.424,88711314053.7798,86169868684.9085,83370251412.1165,78351802715.7796,74070872947.2774,43760947964.9665,28184402924.4517,43796658371.845,57912238601.3027,61859649122.807,79248599595.4975,108660187434.918,135654081491.16,183171185068.213,272876052374.345,370210689910.121,268922612656.102,329769100051.815,436224601708.897,476134256377.734,502972251531.105,441031546888.055,281034795401.529,279377217822.023,346042693425.021,342312734927.016,353900661651.986,321905965125.148,353312705436.071,461237157797.403,452323763901.856,490503683810.954,591396114181.337
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Spain,ESP,138081650342.801,144294951160.929,145199969120.754,111093206955.158,111454606881.133,134483586869.496,139343228687.771,130560227272.727,144061699521.105,156953700149.421,155343318232.157,162604227616.929,185581136085.883,246275109419.999,297683238995.368,335181557092.607,379128064764.705,441189772296.472,455766529189.062,346642485743.75,312361383850.001,299700493550.584,249037012212.891,239722649842.354,248857423919.215,220715399332.031,226125916212.841,249893384003.53,281660012497.255,284980148062.745,265900969771.207,295164671782.941,296843880603.114,331440191103.927,350101374519.531,392892876857.254
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Turkiye,TUR,34454618627.8268,35779482262.7037,36588387660.0698,46050659990.8967,31956023506.3663,56419295452.0667,61697645107.7944,65617722319.165,61296400024.547,51128745913.7549,61299197721.1185,36549881689.4421,47364985078.5483,66057226369.7752,105171257287.605,136619784263.421,162541808165.897,195319201477.285,211728142359.484,150149542504.323,194683923734.188,236278920627.718,242575546450.141,277059337429.771,274074304719.763,259741117768.36,261622542932.684,261407412832.811,238835928004.689,205313469640.114,205053544464.269,238476195764.082,282876369713.684,375172547436.1,425619492593.107,488633659253.983
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,United Kingdom,GBR,262543084161.932,241474407407.407,232744020709.021,200042414517.097,219906818181.818,247210036294.777,268854914196.568,275360183366.077,298156674395.495,303276168904.708,304679981842.941,299879084496.905,324550359712.23,368248163265.306,432469791285.243,462563636363.636,499168353265.869,584297719087.635,542297794117.647,412720049852.002,414279290337.882,432940747546.841,442556405655.917,464135215441.398,530005426351.422,528730258079.221,502625813740.492,511959678081.572,541458034205.194,541533790406.248,496357961679.152,592163056609.151,604521092993.861,646446052076.045,689905343174.424,755832368514.079
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,United States,USA,1269272000000,1238832000000,1292796000000,1377895000000,1486873000000,1594003000000,1721214000000,1851279000000,2016953000000,2194721000000,2372714000000,2385009000000,2354119000000,2477183000000,2703389000000,2990493000000,3182858000000,3231084000000,3136450000000,2723344000000,2756059000000,2922919000000,3171573000000,3334682000000,3595519000000,3777790000000,3888894000000,4116417000000,4399011000000,4594718000000,4612845000000,5051935000000,5557765000000,5945275000000,6255077000000,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Argentina,ARG,22840000.15,19120000.84,15399999.62,57700000.76,62400001.53,63600000,65000000,65700000,68500000,64300000,86343658.5898822,189600000,206630000,273420000,311780000,432090000,540635441.916292,606498926.517186,705144403.358363,628542376.088907,644300740.057192,697379575.129916,577532962.100773,535004409.367288,505346891.730356,494433532.139966,391579047.663514,479937459.80843,522441503.008565,561398444.719757,648090050.021814,902789422.017933,1056459895.66862,1008986442.5663,1044365105.03816,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Brazil,BRA,573000000,1110000000,1791000000,1247000000,2068000000,2952000000,2059000000,1572000000,1236000000,1501000000,1349591000,1448914000,2003791000,2286680000,2812514000,2805358000,3287162000,3305694000,3642585000,2889159500,3082801866.11,3214602242.94,2784072055.49,2717675068.66,2647908513.04,2896909951.71,2739786526.59,2698770651.24,2933489276.49,3213621676.71,3566219438.48,4102018147.7,4973758734.57,4433700953.4,4902400448.25,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Canada,CAN,..,..,..,..,..,486450124.196581,557614596.99196,492323809.928894,495453434.25793,657130051.118597,554559608.300993,611188719.329728,635318060.390276,672291476.854856,827662792.757915,933656853.336043,1085691997.21254,1177479621.67601,1299412196.87696,1196444724.41023,1199157750.27888,1227344978.04621,1254600489.98476,1336538605.70777,1351304689.29191,1274255368.12747,1289324860.09108,1268185480.31643,1295567216.75409,1311782569.26068,821832443.665485,831502696.662448,863836976.439369,847193218.595668,851437898.472405,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,China,CHN,195940000,389820000,619380000,631380000,857000000,350000000,1672000000,4589000000,344000000,530000000,758082000,1209000000,2353070421.5742,4625331810,6641220178.7534,3337061829.2962,4319492608.79338,6833129702.14478,9136546899.82745,9209489821,13636040942,16568371453,17065623287,17790105219,29910500593.04,33104675861.87,26883278893.8,28675983092.3,24305605210.61,14257782654.52,14714298893.63,17118443356.6,20424526329.53,22592912425.35,24980610479.96,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Chile,CHL,400000.006,..,..,..,..,..,..,..,..,..,13300000,11900000,12400000,11800000,11600000,..,..,..,..,51938053.6776965,62324923.1059028,70917381.8950211,72030040.7443826,71108144.9065198,60612706.416405,58992215.8381229,64551112.6635094,66541753.587694,69856849.7873431,69372771.3618018,66197477.5911306,66484972.9580665,85172251.1999996,97067400.5999999,100334643.8,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Colombia,COL,495000000,881000000,640500000,467700012.2,968350463.9,815117639.426634,753036298.799701,773519090.521608,805925070.028908,1312052329.0522,1610122976.25762,2056358872.86705,2479942596.14027,3076018646.59598,3189709843.91794,3345610321.40796,3899159914.34257,4460194476.6454,4826851232.37512,4124862554.30563,4030846325.68114,4101315891.0611,4018674668.2006,4449831680.49204,4165731073.41832,5001596492.34082,5191956875.2388,5818773635.08076,6675079294.04126,7116297148.74071,6924526135.55919,8608268970.88542,9454507516.93043,10111593424.102,11873232976.2659,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,France,FRA,4034759033,4619512695,5213012695,5031930664,3953913330,4434302326.07776,4334903528.13921,9741087205.45888,10021054778.4816,9446332526.92819,8869551606.78845,9194240138.20756,10599319442.2809,12231755970.6852,13342614137.6264,14205076472.6077,15535237652.181,17586416269.2864,20085696122.6064,19665370193.7897,19898258274.131,22942280254.4201,22666366758.9421,26940225859.3133,27976008592.2686,25447506168.0403,25592759188.2071,26805186001.349,28387547436.0504,28763750644.1879,29983731184.6851,32646501628.4632,32713597628.0033,36700644624.7257,38775361344.0285,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Germany,DEU,4876062012,4823001953,4920209473,4393696289,4408901367,4506990222.57265,4329001332.59239,3831354070.37815,3908027809.16446,3756184437.89766,3603502764.34047,3883047671.2182,4653643267.7332,5748398267.4502,6515541640.72873,7813444610.52102,8643784634.43065,11195107518.7576,13211438933.0783,13748281325.509,14234237740.6925,16407177249.8105,15375941506.0452,16172125157.7842,16266121335.6238,14887806700.0533,15259414671.0907,17216209193.6758,18653224755.0275,18338278468.7227,18819700392.0057,20256041836.0028,19892080819.2235,21412654736.7488,22168068237.9153,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,India,IND,2383739990,3289109375,2897425537,3522788086,5856694336,6222996281.50479,8765693606.59436,10330965043.3772,9479300349.99233,11124280843.1816,12883465957.0616,14273018777.5311,15735736285.9137,20999150983.0332,18750377106.6241,22125089480.4982,28333642279.8541,37216755275.2502,49977276916.3209,49203912008.5506,53479960083.2432,62499075444.7366,68820517837.6535,69970360846.7858,70388642796.547,68909693352.835,62744364089.9511,68967175499.8664,78790170928.6742,83332078002.3031,83149172934.1043,89375152217.5657,111221774722.087,119526055008.101,137674533895.686,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Japan,JPN,..,508114349.4,581996643.1,776544982.9,874147338.9,1150964233,500165527.211477,614882056.33121,553758614.691189,566473894.668082,773406710.355769,1249546432.01608,1126867032.88239,811141120.596297,773574711.069961,904981240.667079,1176988480.08515,1383930644.4626,1732378922.50103,1594532177.55191,1684468955.29358,2131729225.38911,2539577664.61312,2363853398.35664,3733912541.77726,3325097902.92664,3830448522.34687,4443028775.37985,4369453719.14417,4388723265.72254,4887784631.45567,5293894065.13756,5407997507.29794,4712286543.52078,4645434225.75653,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,"Korea, Rep.",KOR,2413000000,2677600098,2926699951,2886800049,3087100098,3278800000,3353800000,3886700000,4955000000,4332100000,4523500000,4516200000,5134800000,5875200000,5935200000,5200400000,4849500000,5154900000,6978100000,5999500000,5853700000,6602200000,6589100000,6475400000,6573500000,6463900000,6523600000,6526400000,7125100000,7166100000,7508300000,7789300000,7861000000,7106500000,7283000000,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Mexico,MEX,3098000000,3030000000,3700000000,3979000000,4121819824,4368120000,4949000000,5545800000,6501246000,6648625182,7524742980,10146263000,11029448100,16653686411,19861747959,22741840918,26542811527,27516981140,27081720166,22893127980,22767716708,24190034859,24056599208,23976098088,25556643773,26824907167,29328819630,32922876924,36526305945,39833517538,43977653965,55067029560,61457717975,66237847600,67637913797,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Denmark,DNK,..,..,464252471.9,449906005.9,438739166.3,522927177.472511,687658142.1,852389080.993282,765494251.293436,803208183.902745,666510055.905243,698623281.530296,784859296.829619,940572301.67456,1075395076.13261,666091577.137752,740266388.756982,823203959.188615,1051704664.64361,1019066491.95179,925467462.102493,1149885932.96979,1182244239.83153,1370760789.33518,1483021800.00947,1258255662.54991,1247014792.73818,1314451448.24387,1415297048.79077,1449639209.8362,1332176511.49437,1412877341.99216,1399676712.61447,1520301695.26206,1519481607.32724,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Russian Federation,RUS,..,..,..,..,4563000000,165900000,101500000,226750000,301170000,425210000,499950000,986410000,935980000,1113700000,2206750000,3436560000,3820380000,4666330000,5736970000,5105060000,5250020000,6103270000,5787730000,6750810000,7776540000,6903390000,6688670000,8235000000,9287270000,10432480000,9914970000,9646920000,3245171006.3563,2616450000,1815510000,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Spain,ESP,2185527832,2136283691,2636531738,2321499512,2631302246,2763616489.64043,2925151760.08551,2899429893.85076,3253445179.28332,635029159.503852,648649651.96857,699655911.694239,745323091.173252,900329952.848981,1011285262.95094,1135292901.67168,1281555330.96262,1676469544.33156,1840374492.65946,1524558688.72573,1595954495.38238,1714254523.01135,2093910956.12591,3035756690.39567,3130366132.56346,2673407398.90466,2632183874.91622,3004745214.02338,3331709084.3956,3206846641.96424,3063400972.64944,3949650833.18905,4238854695.34633,5491470306.28597,6328874671.4828,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Turkiye,TUR,3246000000,2819000000,3008000000,2919000000,2627000000,3327000000,3542000000,4197000000,5356000000,4533000000,4560000000,2786000000,1936000000,729000000,804000000,1368000000,1833000000,2096000000,2439000000,1834000000,1819000000,1883000000,1881000000,1901000000,1739000000,1401000000,1201000000,1056000000,1147000000,856000000,816000000,726000000,696000000,1029000000,982000000,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,United Kingdom,GBR,2099054688,2089116943,2033339478,1768091675,1968876343,1399144400.51539,1421446437.68821,1648877894.95081,1391991978.70625,5446983600.88171,5074369392.69564,4955597475.92235,5235071152.58192,5688562224.58421,5938297738.73991,6045166080.36332,6105706285.50888,6556335761.43156,5995100746.38225,5242981856.72861,4951404772.71064,5099003470.85979,4944716072.76901,4804502413.00233,4937268134.60798,5003393485.69908,4582283766.62526,4308885979.70367,4389713567.2519,4214814558.37467,3248094193.68002,3461501740.87933,3965082580.93157,4486451448.29277,4834332874.14733,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,United States,USA,1170000000,1300000000,1796000000,1820000000,1943000000,2179000000,2181000000,2270000000,2437000000,4246000000,4395000000,4513000000,4570000000,4672000000,4734000000,4795000000,5068000000,5219000000,5364000000,5740000000,5930000000,6104000000,6303000000,6613000000,6503000000,6578000000,6330000000,6347000000,6941000000,7049000000,6827000000,7093000000,7663000000,8400000000,8712000000,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Argentina,ARG,0.487589083333333,0.953554416666667,0.990641666666667,0.998945833333333,0.999008333333333,0.99975,0.9996625,0.9995,0.9995,0.9995,0.9995,0.9995,3.06325666666667,2.90062916666667,2.92330081890332,2.9036575,3.05431333333333,3.09564884920635,3.14416455988456,3.71010683052328,3.8962951544705,4.11013957621326,4.53693436018746,5.45935266465704,8.07527599281334,9.23318552472429,14.7581750873396,16.5627069251411,28.0949916666667,48.1478916666667,70.5391666666667,94.9907416666667,130.61655,296.258041666667,914.694883333333,1240.85125
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Brazil,BRA,2.95572678942699E-05,0.000175961443086024,0.00195302352248811,0.038276610926673,0.664683514070577,0.917666666666667,1.0051,1.07799166666667,1.16051666666667,1.81393284657213,1.82942312207561,2.34963170932244,2.92036301775519,3.07747511847802,2.92511944951586,2.43439003623188,2.17532666666667,1.94705833333333,1.83376666666667,1.99942817314426,1.75922671058718,1.67282875525659,1.95306861112487,2.15608915126311,2.35295196276669,3.32690438276879,3.49131342157271,3.19138944630048,3.65382536145755,3.9444710972507,5.15517878751281,5.39440078962503,5.16397029102111,4.99437976287199,5.3889349057096,5.58728623856661
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Canada,CAN,1.16677362666667,1.14572584416667,1.20872292,1.29008788166667,1.3656734475,1.37244541833333,1.36352163583333,1.38459802833333,1.48350530166667,1.48570481916667,1.485394095,1.548839955,1.57034283416667,1.4010145475,1.301281595,1.21140513416667,1.13434472583333,1.07404562166667,1.06708691833333,1.1415354059127,1.03011273517598,0.989258158636364,0.999364743593074,1.03013736373016,1.10474713237886,1.27878620362554,1.3256151637482,1.29793584646039,1.29581792813534,1.32679336266012,1.34115267222386,1.2538769021268,1.30155477474355,1.3499086407939,1.36935976604092,1.39810565893901
